버스정류장코드,시도명,시군코드,버스정류장명,측정시간,측정원본시간,미세먼지PM2점5측정값,미세먼지PM10측정값,일산화탄소측정값,이산화황측정값,이산화질소측정값,외부온도측정값,외부습도측정값,풍향,풍속측정값
06164,성남시,41130,모란역.모란시장입구.풍생중고교,2020-09-18 15:29:42,1600442982,22,30,0,0,0.036,25.6,38.7,NE,2.5
06155,성남시,41130,현대아파트.중원도서관,2020-09-18 15:29:24,1600442964,12,22,0,0,0.085,26.9,35.3,W ,2.5
07367,성남시,41130,"동부, 코오롱 아파트",2020-09-18 15:23:26,1600442606,8,11,0.166,0.001,0.065,26.3,37.8,SE,0.6
07020,성남시,41130,너더리육교,2020-09-18 15:24:24,1600442664,2,3,0,0,0.067,26.7,37.4,W ,1.7
06229,성남시,41130,성남시청,2020-09-18 15:26:09,1600442769,11,17,0,0,0.099,26.2,38.2,NW,3.3
07334,성남시,41130,청솔주공6단지,2020-09-18 15:23:30,1600442610,4,9,0.006,0,0.06,26.5,35.8,N ,0.5
07472,성남시,41130,분당중앙고앞,2020-09-18 15:23:19,1600442599,0,0,0.335,0,0.125,24.9,38.7,NW,0.7
07116,성남시,41130,분당도서관.계원예고.이마트,2020-09-18 15:24:08,1600442648,2,3,0.511,0.03,0.122,25.9,37.5,SE,0.1
06102,성남시,41130,"선경아파트, 성남중원경찰서",2020-09-18 15:29:50,1600442990,9,26,0,0,0.082,24.5,39.9,SE,1.2
07505,성남시,41130,성내미육교.판교박물관,2020-09-18 15:22:40,1600442560,5,9,0.036,0.048,0.094,26.1,38,SW,1.3
07098,성남시,41130,롯데백화점.수내역,2020-09-18 15:20:23,1600442423,3,5,0,0,0.064,27.3,34.3,NW,0.7
07508,성남시,41130,차그룹컨소시엄,2020-09-18 15:25:06,1600442706,5,8,0,0.034,0.057,26.8,36.6,SW,1.7
06032,성남시,41130,아튼빌후문,2020-09-18 15:28:15,1600442895,10,20,0.17,0,0.14,25.8,38.5,W ,2
07239,성남시,41130,분당등기소,2020-09-18 15:23:09,1600442589,4,7,0,0.029,0.09,25.6,37,SE,1.9
07250,성남시,41130,임광아파트정문.효자촌입구.분당중앙교회,2020-09-18 15:28:42,1600442922,5,12,0.097,0.007,0.068,26.2,37.4,S ,0.3
07300,성남시,41130,동국대한방병원.신성아파트.수내고교,2020-09-18 15:27:53,1600442873,3,4,0.32,0,0.076,25.6,36.7,W ,1.3
07325,성남시,41130,중앙공원.샛별마을우방아파트,2020-09-18 15:22:45,1600442565,7,11,0.098,0.015,0,25.6,36.9,E ,1
06053,성남시,41130,상대원시장.새마을금고,2020-09-18 15:22:18,1600442538,12,26,0.092,0.048,0.145,25.8,37.1,E ,1.1
07142,성남시,41130,분당구청.중앙공원후문,2020-09-18 15:29:17,1600442957,9,21,0,0,0.07,26.6,38.5,NW,0.5
07205,성남시,41130,새마을연수원입구,2020-09-18 15:22:30,1600442550,26,44,0,0.031,0.084,25.8,36.2,W ,0.4
05326,성남시,41130,위례중앙초등학교,2020-09-18 15:22:26,1600442546,18,48,0,0.074,0.012,27.3,36.2,E ,1.5
07444,성남시,41130,장안중학교후문,2020-09-18 15:27:54,1600442874,10,25,0.08,0,0.043,24.8,39.2,N ,0
06049,성남시,41130,상대원고개,2020-09-18 15:28:53,1600442933,6,13,0.131,0.018,0.084,25.4,37.8,NW,0.2
07103,성남시,41130,대원사거리.까치마을,2020-09-18 15:25:19,1600442719,5,8,0.318,0,0,26.6,36,E ,0.7
07060,성남시,41130,하얀마을.구미도서관,2020-09-18 15:26:10,1600442770,5,11,0.213,0.02,0.092,26.9,35.2,NE,0.2
07270,성남시,41130,목련마을한신아파트,2020-09-18 15:21:25,1600442485,2,2,0.397,0,0.132,25.8,38.1,N ,0
07045,성남시,41130,미금역.2001아울렛,2020-09-18 15:20:35,1600442435,6,12,0.46,0,0.054,25.2,36,W ,5.4
05033,성남시,41130,성남수정경찰서,2020-09-18 15:26:00,1600442760,11,21,0,0,0.036,26.1,37.1,SW,2
07059,성남시,41130,농수산물센터,2020-09-18 15:30:08,1600443008,4,7,0.172,0,0.125,26.7,34.6,SW,1
05073,성남시,41130,태평제일교회,2020-09-18 15:26:15,1600442775,7,13,0,0.034,0.089,27.2,34.4,NW,0.3
05036,성남시,41130,모란고개,2020-09-18 15:21:20,1600442480,4,7,0,0,0.133,26.4,36.3,SW,1.3
07155,성남시,41130,푸른마을,2020-09-18 15:25:07,1600442707,3,6,0,0.002,0.065,27.8,32.4,NE,2.3
07502,성남시,41130,판교도서관.판교청소년수련관,2020-09-18 15:24:05,1600442645,4,8,0.371,0,0.046,25.5,40.5,S ,1.2
07498,성남시,41130,삼평교,2020-09-18 15:28:35,1600442915,2,3,0.136,0,0.124,25.4,39.8,E ,2.5
06349,성남시,41130,상대원1동행정복지센터,2020-09-18 15:25:47,1600442747,4,6,0,0,0.056,26.5,36.1,NW,0.4
05135,성남시,41130,을지대학교.생활관,2020-09-18 15:20:20,1600442420,7,15,0,0.029,0.047,24.9,38.3,N ,0
05008,성남시,41130,고등동우체국,2020-09-18 15:27:12,1600442832,8,13,0,0.039,0.118,27.9,35,E ,0.7
05142,성남시,41130,복정초등학교,2020-09-18 15:28:29,1600442909,6,10,0,0,0.076,26.7,37.1,NW,0.8
07283,성남시,41130,영남아파트,2020-09-18 15:26:50,1600442810,1,2,0,0,0.051,25,41.5,W ,2.1
05021,성남시,41130,신촌동앞,2020-09-18 15:25:23,1600442723,5,10,0,0.075,0.05,25.9,38.8,NW,0.7
06195,성남시,41130,도촌3단지,2020-09-18 15:28:20,1600442900,5,12,0,0.019,0.041,25.7,40.8,N ,1
05140,성남시,41130,성남초교사거리,2020-09-18 15:28:01,1600442881,7,13,0,0,0.117,26.2,35.9,SW,1.2
07561,성남시,41130,이매촌한신.서현역.AK프라자,2020-09-18 15:22:17,1600442537,7,14,0,0.002,0.073,25.5,39.2,NE,0.8
05322,성남시,41130,위례새초롱유치원,2020-09-18 15:28:43,1600442923,5,10,0,0,0.091,25.9,38.6,E ,0.7
06210,성남시,41130,(구)단대동주민센터,2020-09-18 15:25:15,1600442715,7,16,0,0,0.025,25.2,37.5,E ,5.4
06070,성남시,41130,은행동현대아파트,2020-09-18 15:29:43,1600442983,3,4,0,0.031,0.117,26.1,36.1,W ,1.2
05183,성남시,41130,송현초등학교.판교이지더원2단지,2020-09-22 03:21:53,1600744913,14,17,0.161,0,0.098,16.5,76.2,SW,0
07515,성남시,41130,뫼루니육교,2020-09-22 03:21:44,1600744904,9,11,0.247,0,0.096,14.8,84.8,SW,0
07400,성남시,41130,아름마을.방아다리사거리,2020-09-22 03:24:36,1600745076,13,16,0,0.005,0.06,15.9,79.2,S ,0
07301,성남시,41130,송림고등학교.이매촌청구아파트.동신아파트,2020-09-22 03:27:45,1600745265,9,13,0,0,0.064,14.3,87.2,E ,0
07092,성남시,41130,주공7단지.한솔종합사회복지관,2020-09-22 03:30:38,1600745438,11,13,0.026,0.102,0.082,15.8,79.8,SE,0
05070,성남시,41130,수진역.성호시장.성일중고입구,2020-09-22 03:23:08,1600744988,14,21,0.429,0.014,0.017,17,69.5,SE,0.2
07220,성남시,41130,평생학습원. 중앙도서관,2020-09-22 03:30:04,1600745404,8,11,0,0,0,14.8,85.4,SE,0
07163,성남시,41130,한솔마을청구아파트,2020-09-22 03:23:45,1600745025,9,12,0,0.003,0.072,14.6,83.4,SE,0
23305,남양주시,41360,금곡예비군훈련장.충일아파트,2020-09-22 03:26:31,1600745191,15,18,1.383,0.071,0.079,13.4,90,NE,0.6
49831,남양주시,41360,금강펜테리움 1차,2020-09-22 03:24:10,1600745050,13,18,0,0.001,0.125,16,74.6,S ,0
49689,남양주시,41360,도농고,2020-09-22 03:27:00,1600745220,26,37,0,0,0,14.4,83.8,NE,0
23087,남양주시,41360,롯데아파트.다산센트레빌,2020-09-22 03:24:29,1600745069,27,37,0,0,0.078,15.6,77.8,N ,0.2
49291,남양주시,41360,오남체육공원.대우푸르지오아파트,2020-09-22 03:20:35,1600744835,11,17,0,0,0.046,12.6,89.8,E ,0
23528,남양주시,41360,마석가구공단.천마산스키장입구,2020-09-22 03:29:29,1600745369,14,17,0,0,0.073,11.4,95.1,SW,0
49276,남양주시,41360,신동아아파트입구.한양병원,2020-09-21 11:11:02,1600686662,20,31,0,0,0.115,23.4,47.5,E ,2.3
23537,남양주시,41360,능내리봉안마을,2020-09-22 03:20:53,1600744853,17,23,0,0,0.043,11.7,95.6,S ,0.7
49174,남양주시,41360,롯데마트,2020-09-22 03:24:50,1600745090,11,13,0,0.006,0.115,11.5,93.2,SW,0
23935,남양주시,41360,진중삼거리,2020-09-22 03:28:12,1600745292,12,13,0,0.032,0.069,12.3,95.1,SW,0
23054,남양주시,41360,넉바위마을,2020-09-22 03:23:21,1600745001,18,26,0,0.008,0.088,12,91.8,NE,0.9
23220,남양주시,41360,지세마을,2020-09-22 03:26:31,1600745191,16,21,0,0,0.019,13.3,86.3,SW,0.3
23652,남양주시,41360,무량사,2020-09-22 03:29:49,1600745389,12,15,0,0.083,0.203,10.3,95.9,NW,0
49340,남양주시,41360,삼육대후문.논골.한화아파트,2020-09-22 03:22:19,1600744939,16,21,0,0,0.082,13.3,87.6,NW,0.3
23331,남양주시,41360,금곡동주민자치센터.장애인복지관.보훈회관.금강.명지A,2020-09-22 03:26:34,1600745194,0,0,0,0.115,0.113,13.5,88.3,W ,0
23363,남양주시,41360,홍유릉.금곡동주민센터.남양주고용복지플러스센터,2020-09-22 03:25:59,1600745159,16,20,0,0.001,0.085,12.5,93.9,SW,0.1
49350,남양주시,41360,대원칸타빌.모아미래도.유승한내들이든힐즈,2020-09-22 03:21:28,1600744888,19,28,0,0,0.05,12.6,91.1,SE,0.4
23336,남양주시,41360,인정프린스아파트.구금곡역,2020-09-22 03:29:37,1600745377,16,22,0,0,0.071,13.2,89.7,SW,0
23378,남양주시,41360,금곡역.어룡마을입구.주유소,2020-09-22 03:21:39,1600744899,9,10,0,0,0.057,15.9,74.3,NE,0.8
23917,남양주시,41360,별내면사무소.에코랜드입구,2020-09-22 03:22:18,1600744938,14,18,0,0,0.076,11,94.8,W ,0.1
23875,남양주시,41360,와부읍사무소,2020-09-22 03:23:27,1600745007,11,15,0,0,0,15.5,76.5,E ,0
23149,남양주시,41360,법골,2020-09-22 03:26:05,1600745165,18,21,0,0.013,0.046,12.2,93.8,N ,0
49205,남양주시,41360,신영지웰.금강아파트.진접초교,2020-09-22 03:27:39,1600745259,11,15,0,0.007,0.046,13.5,86.6,W ,0
23022,남양주시,41360,청학리주공2.3단지.농협,2020-09-22 03:29:49,1600745389,16,22,0,0.046,0.062,12,93.3,SE,0.3
23969,남양주시,41360,"풍양중, 진접고등학교",2020-09-22 03:21:20,1600744880,18,24,0,0.002,0.063,12.5,91.2,NE,0
23964,남양주시,41360,신도브래뉴아파트,2020-09-22 03:21:18,1600744878,12,14,0.081,0,0.076,13.1,88.8,N ,0
23356,남양주시,41360,광릉내종점,2020-09-22 03:21:14,1600744874,21,25,0,0.029,0.085,12.2,90.7,S ,0.3
49201,남양주시,41360,경복대학,2020-09-22 03:21:37,1600744897,13,17,0,0,0.086,12.6,89.5,SW,0
49444,남양주시,41360,휴먼시아1636,2020-09-22 03:30:24,1600745424,13,16,0,0.008,0.054,13.8,84.2,SE,0.7
23313,남양주시,41360,신광마을입구.진접센트레빌시티,2020-09-22 03:25:27,1600745127,10,14,0,0,0.064,11.9,93.9,W ,0
23246,남양주시,41360,진접파출소.제일약국,2020-09-22 03:24:28,1600745068,14,19,0,0.041,0.092,13,85.6,SE,0
23806,남양주시,41360,중포마을.롯데택배,2020-09-22 03:28:03,1600745283,14,17,0,0,0.082,13.9,84.5,SW,0.3
23780,남양주시,41360,연평3리마을회관,2020-09-22 03:26:56,1600745216,14,17,0,0.006,0.076,12.4,90.6,SE,0
42703,남양주시,41360,주공3.4단지,2020-09-22 03:24:14,1600745054,31,37,0,0.036,0.099,13.6,86.6,SW,0
23063,남양주시,41360,퇴계원농협,2020-09-22 03:28:58,1600745338,18,23,0.11,0.359,0.081,14.3,83.4,N ,0
42123,남양주시,41360,퇴계원5리,2020-09-22 03:21:45,1600744905,13,16,0,0.033,0.063,12.9,92.3,N ,0.2
23888,남양주시,41360,대대울,2020-09-22 03:22:28,1600744948,19,26,0,0,0.077,13.2,89.2,S ,0.4
23481,남양주시,41360,호평동.대주신명아파트,2020-09-22 03:25:52,1600745152,9,10,0,0.029,0.102,15.4,73.8,S ,0
23698,남양주시,41360,호평고등학교.동원아파트,2020-09-22 03:29:30,1600745370,10,13,0,0.014,0.08,14,81.7,NE,1.3
23444,남양주시,41360,장내마을.평내파출소,2020-09-22 03:21:15,1600744875,6,7,0,0,0.121,15.1,75.3,SW,1.2
23485,남양주시,41360,대명루첸1차아파트,2020-09-22 03:26:57,1600745217,10,12,0,0,0,14.6,77.9,W ,0.2
49137,남양주시,41360,대주2차아파트앞,2020-09-22 03:30:13,1600745413,6,6,0,0,0.069,16.7,65.6,SW,0
06206,성남시,41130,성남우체국,2020-09-18 15:28:36,1600442916,4,8,0,0,0.035,25.9,36,E ,2.6
07110,성남시,41130,주공4단지,2020-09-18 15:23:37,1600442617,4,9,0,0.02,0.116,25.9,36.3,SW,0.7
07624,성남시,41130,정자역,2020-09-18 15:29:34,1600442974,4,5,0,0,0.118,26,37.5,W ,0.8
07029,성남시,41130,로얄냉장,2020-09-18 15:26:16,1600442776,3,5,0,0,0.079,26.2,36.1,SW,3.2
05183,성남시,41130,송현초등학교.판교이지더원2단지,2020-09-18 15:22:12,1600442532,6,15,0.161,0,0.098,26.3,37.3,W ,1.5
07515,성남시,41130,뫼루니육교,2020-09-18 15:21:58,1600442518,4,12,0.247,0,0.096,25.8,39.5,W ,1
07092,성남시,41130,주공7단지.한솔종합사회복지관,2020-09-18 15:20:51,1600442451,4,7,0.026,0.086,0.079,27.3,34.5,N ,0.2
05070,성남시,41130,수진역.성호시장.성일중고입구,2020-09-18 15:23:22,1600442602,4,7,0.429,0.014,0.017,26.3,36.2,NW,2
07220,성남시,41130,평생학습원. 중앙도서관,2020-09-18 15:20:18,1600442418,5,15,0,0,0,26.5,37.8,SW,1.3
07163,성남시,41130,한솔마을청구아파트,2020-09-18 15:23:59,1600442639,1,2,0,0,0.088,26,36.8,E ,0
23305,남양주시,41360,금곡예비군훈련장.충일아파트,2020-09-18 15:26:47,1600442807,9,22,1.383,0.071,0.079,26.9,33.4,NE,0.9
49831,남양주시,41360,금강펜테리움 1차,2020-09-18 15:24:26,1600442666,14,36,0,0.001,0.125,26.3,34.9,SW,1
49689,남양주시,41360,도농고,2020-09-18 15:27:14,1600442834,9,23,0,0,0,26.5,35.3,NW,1.7
23087,남양주시,41360,롯데아파트.다산센트레빌,2020-09-18 15:24:43,1600442683,33,110,0,0,0.078,26.3,33.7,E ,1.7
49291,남양주시,41360,오남체육공원.대우푸르지오아파트,2020-09-18 15:20:50,1600442450,6,14,0,0,0.046,24.8,41.7,SE,0.4
23528,남양주시,41360,마석가구공단.천마산스키장입구,2020-09-18 15:29:44,1600442984,4,5,0,0,0.082,24.7,40.2,SE,0
49276,남양주시,41360,신동아아파트입구.한양병원,2020-09-18 15:21:13,1600442473,10,18,0,0,0.124,24.3,42.9,N ,1.2
23537,남양주시,41360,능내리봉안마을,2020-09-18 15:21:09,1600442469,9,22,0,0,0.043,25.7,34.8,E ,3.4
49174,남양주시,41360,롯데마트,2020-09-18 15:25:06,1600442706,10,29,0,0.006,0.115,25.7,36,SE,1
23935,남양주시,41360,진중삼거리,2020-09-18 15:28:29,1600442909,5,8,0,0.032,0.089,27,33.3,SW,0
23054,남양주시,41360,넉바위마을,2020-09-18 15:23:37,1600442617,5,8,0,0.02,0.092,25.2,40.5,SW,1.9
23220,남양주시,41360,지세마을,2020-09-18 15:26:46,1600442806,5,14,0,0,0.019,26.4,38.4,NE,1
23652,남양주시,41360,무량사,2020-09-18 15:30:04,1600443004,8,19,0,0.083,2.485,24.4,41.6,N ,1
49340,남양주시,41360,삼육대후문.논골.한화아파트,2020-09-18 15:22:28,1600442548,6,11,0,0.006,0.086,25.8,39.8,NE,3.8
23331,남양주시,41360,금곡동주민자치센터.장애인복지관.보훈회관.금강.명지A,2020-09-18 15:26:47,1600442807,46,67,0,0.115,0.113,25.2,37.2,SE,1.7
23363,남양주시,41360,홍유릉.금곡동주민센터.남양주고용복지플러스센터,2020-09-18 15:26:12,1600442772,8,15,0,0,0.085,26.7,34.9,SW,0.7
49350,남양주시,41360,대원칸타빌.모아미래도.유승한내들이든힐즈,2020-09-18 15:21:43,1600442503,8,19,0,0,0.05,25.9,38.8,N ,1.2
23336,남양주시,41360,인정프린스아파트.구금곡역,2020-09-18 15:29:55,1600442995,9,20,0.016,0,0.066,25.6,37.5,NW,2.5
23378,남양주시,41360,금곡역.어룡마을입구.주유소,2020-09-18 15:21:52,1600442512,24,50,0,0,0.057,25,38.5,SW,1.8
23917,남양주시,41360,별내면사무소.에코랜드입구,2020-09-18 15:22:33,1600442553,7,16,0,0.021,0.116,24.4,45.6,E ,2.7
23875,남양주시,41360,와부읍사무소,2020-09-18 15:23:41,1600442621,7,13,0,0,0,25.6,36.1,SW,0
23149,남양주시,41360,법골,2020-09-18 15:26:20,1600442780,10,23,0,0.046,0.057,27.3,36.6,SW,2.1
49205,남양주시,41360,신영지웰.금강아파트.진접초교,2020-09-18 15:27:55,1600442875,6,12,0,0,0.056,24.4,41.4,SE,1.3
23022,남양주시,41360,청학리주공2.3단지.농협,2020-09-18 15:20:05,1600442405,23,38,0,0.046,0.062,25.1,40.7,N ,0.7
23969,남양주시,41360,"풍양중, 진접고등학교",2020-09-18 15:21:34,1600442494,8,17,0,0.002,0.063,25.7,37.1,SE,1.5
23964,남양주시,41360,신도브래뉴아파트,2020-09-18 15:21:34,1600442494,4,9,0.081,0,0.091,25.5,40.2,NW,0.3
23356,남양주시,41360,광릉내종점,2020-09-18 15:21:30,1600442490,26,36,0,0.029,0.085,25.2,39.6,NE,1.5
49201,남양주시,41360,경복대학,2020-09-18 15:21:52,1600442512,7,12,0,0,0.086,24.5,42.7,SE,0
49444,남양주시,41360,휴먼시아1636,2020-09-18 15:20:37,1600442437,4,9,0,0.003,0.059,25.1,40.8,E ,0.2
23313,남양주시,41360,신광마을입구.진접센트레빌시티,2020-09-18 15:25:43,1600442743,11,20,0,0,0.064,24.5,42.7,N ,0.8
23246,남양주시,41360,진접파출소.제일약국,2020-09-18 15:24:42,1600442682,8,15,0,0.041,0.092,26.3,38.4,W ,1.8
23806,남양주시,41360,중포마을.롯데택배,2020-09-18 15:28:18,1600442898,5,9,0,0,0.082,25.9,40.8,S ,0.8
23780,남양주시,41360,연평3리마을회관,2020-09-18 15:27:10,1600442830,9,15,0,0.006,0.076,25.5,42.1,NW,1.3
42703,남양주시,41360,주공3.4단지,2020-09-18 15:24:28,1600442668,22,29,0,0.05,0.105,25.1,41.1,S ,1.7
23063,남양주시,41360,퇴계원농협,2020-09-18 15:29:12,1600442952,15,43,0.11,0.359,0.11,27.1,36.6,S ,1.8
42123,남양주시,41360,퇴계원5리,2020-09-18 15:21:59,1600442519,7,16,0,0.033,0.063,26,38.5,E ,1.3
23888,남양주시,41360,대대울,2020-09-18 15:22:41,1600442561,9,28,0,0,0.077,25.5,38.2,SE,1
23481,남양주시,41360,호평동.대주신명아파트,2020-09-18 15:24:42,1600442682,10,24,0,0.031,0.104,24,39.9,NW,0
23698,남양주시,41360,호평고등학교.동원아파트,2020-09-18 15:29:45,1600442985,6,17,0,0.014,0.08,24.4,38.7,SW,1.2
23444,남양주시,41360,장내마을.평내파출소,2020-09-18 15:21:28,1600442488,8,10,0,0.018,0.121,24,40.5,S ,4.4
23485,남양주시,41360,대명루첸1차아파트,2020-09-18 15:27:11,1600442831,10,22,0,0,0,24.3,39.1,N ,0.2
49502,남양주시,41360,배양1리 마을회관,2020-09-19 03:23:34,1600485814,8,12,0.044,0,0.101,14.5,94.6,N ,0
23600,남양주시,41360,현대아파트,2020-09-19 03:28:05,1600486085,10,15,0,0,0.098,14.7,96.6,S ,0
23548,남양주시,41360,가양초교,,,,,,,,,,,
49482,남양주시,41360,별내농협,2020-09-19 03:29:28,1600486168,9,16,0,0,0.074,15.4,88.8,E ,0
23431,남양주시,41360,건영아파트.우성아파트,2020-09-19 03:22:07,1600485727,5,8,0.005,0.019,0.066,16.4,89.9,NW,0
49456,남양주시,41360,구별내면사무소,2020-09-19 03:29:08,1600486148,6,10,0,0,0.096,15.2,91.1,N ,0.7
49567,남양주시,41360,예봉초등학교입구,2020-09-19 03:25:00,1600485900,19,29,0,0.052,0.061,15.7,91.3,NE,0
23264,남양주시,41360,예비군훈련장입구,2020-09-19 03:27:24,1600486044,7,11,0,0.008,0.081,13.9,95.1,N ,0.3
23374,남양주시,41360,주공3단지.덕소역,2020-09-19 03:24:34,1600485874,6,9,0,0.056,0.062,16.1,92.3,NE,0
23388,남양주시,41360,금곡동구종점,,,,,,,,,,,
23412,남양주시,41360,남양주시청,2020-09-19 03:28:34,1600486114,8,13,0,0,0.071,15.3,96.3,S ,0
23255,남양주시,41360,양정동주민센터,2020-09-19 03:23:21,1600485801,0,0,0,0,0.063,14.9,93.3,NW,0
06007,성남시,41130,성남동성당,2020-09-19 03:22:35,1600485755,24,30,0,0,0.066,19.3,86.9,E ,0.9
49329,남양주시,41360,현암싸릿골,2020-09-19 03:29:31,1600486171,9,16,0,0,0.043,13.7,95.7,SE,0.7
49361,남양주시,41360,연평2리.와촌입구,2020-09-19 03:23:32,1600485812,8,12,0,0.04,0.029,13.7,94.5,NE,0
00006,성남시,41130,센코-국가측정비교-한국도로공사정자3동 행정복지센터,2020-09-19 03:26:32,1600485992,18,23,0,0,0.035,19.2,91.4,E ,0
00008,성남시,41130,센코-국가측정비교-운중동 행정복지센터,,,,,,,,,,,
00001,남양주시,41360,센코-국가측정비교-오남읍사무소,2020-09-19 03:21:30,1600485690,11,18,0,0.09,0.035,14.4,90.7,SW,0
00004,남양주시,41360,센코-국가측정비교-오남읍사무소,2020-09-19 03:22:38,1600485758,10,15,0,0.036,0.044,14.4,90.6,SW,0
00007,성남시,41130,센코-국가측정비교-상대원1동 행정복지센터,2020-09-19 03:25:21,1600485921,12,18,0,0,0.081,18.1,90.8,SE,0.1
00003,남양주시,41360,센코-국가측정비교-화도읍사무소,,,,,,,,,,,
00002,남양주시,41360,센코-국가측정비교-화도읍사무소,2020-09-19 03:21:37,1600485697,15,20,0.184,0.073,0.018,15.1,92.7,NW,0
05071,성남시,41130,신흥시장.수정보건소,2020-09-19 03:29:23,1600486163,18,25,0.364,0,0.06,19.6,84.1,NE,0.3
23991,남양주시,41360,휴먼시아6.7단지.가운중학교,2020-09-19 03:28:10,1600486090,13,21,0,0.234,0.112,16.7,86.7,SW,0.3
07487,성남시,41130,백현마을2단지,2020-09-12 16:22:35,1599927755,11,13,0.129,0.076,0.043,23,82.7,SE,0
23900,남양주시,41360,가운배수펌프장,,,,,,,,,,,
07053,성남시,41130,아데나펠리스,2020-09-19 03:23:15,1600485795,23,29,0,0,0.073,19.8,87.8,NE,0
23880,남양주시,41360,가운휴먼시아1.2.3.4단지,2020-09-19 03:21:14,1600485674,12,22,0,0.15,0.096,16.3,91.3,NW,0
07010,성남시,41130,운중고등학교,2020-09-19 03:27:31,1600486051,14,24,0.34,0.081,0.036,17.4,92.6,SW,0
23928,남양주시,41360,남양주제2청사.남양주경찰서,2020-09-19 03:21:39,1600485699,15,28,0,0,0.113,15,94.9,SE,0.2
05143,성남시,41130,가천대역.가천대학교,2020-09-19 03:21:49,1600485709,22,27,0,0.014,0.06,19.5,86.8,W ,0.5
49454,남양주시,41360,한림로얄팰리스.초석빌리지,,,,,,,,,,,
06043,성남시,41130,성남자이아파트,2020-09-19 03:22:54,1600485774,9,13,0.276,0.035,0.032,18.9,85.8,E ,0
23182,남양주시,41360,"남양주체육문화센터,에일린의뜰",2020-09-19 03:24:25,1600485865,13,21,0,0.017,0.09,15.4,92.8,NE,0
07492,성남시,41130,판교역.낙생육교.현대백화점,,,,,,,,,,,
23496,남양주시,41360,호평동주민센터,2020-09-19 03:30:03,1600486203,7,10,0,0,0.085,16,88,NE,0
23664,남양주시,41360,지현마을.남양주공고,,,,,,,,,,,
49422,남양주시,41360,상하수도관리센터,2020-09-19 03:28:24,1600486104,10,15,0,0,0.037,15.9,84.8,E ,0.8
05092,성남시,41130,산성역.신흥주공아파트후문,2020-09-19 03:23:10,1600485790,15,20,0.493,0,0.077,19.3,84.2,E ,0.9
05001,성남시,41130,판교제2테크노밸리,2020-09-19 03:28:56,1600486136,14,20,0.156,0.131,0.034,18.1,93.3,S ,0
06083,성남시,41130,신구대학,2020-09-19 03:27:44,1600486064,12,14,0.235,0,0.059,19.1,85.2,SE,0.6
05080,성남시,41130,성남수정새마을금고.한국사회적기업진흥원,2020-09-19 03:28:25,1600486105,20,24,0,0,0.043,19.5,84.5,NE,0.3
06164,성남시,41130,모란역.모란시장입구.풍생중고교,2020-09-19 03:29:41,1600486181,19,24,0,0,0.036,20.1,83.5,SW,0.8
06155,성남시,41130,현대아파트.중원도서관,2020-09-19 03:19:21,1600485561,22,28,0,0,0.063,19.1,87,E ,0.7
07367,성남시,41130,"동부, 코오롱 아파트",2020-09-19 03:23:24,1600485804,28,38,0.353,0.009,0.036,19.4,88.5,SW,0.3
07020,성남시,41130,너더리육교,2020-09-19 03:24:19,1600485859,6,7,0,0,0.067,17.3,93.3,SW,0
06229,성남시,41130,성남시청,2020-09-19 03:26:07,1600485967,21,29,0,0,0.099,19.3,88,W ,0.2
07334,성남시,41130,청솔주공6단지,2020-09-19 03:23:27,1600485807,25,31,0.25,0,0.065,19.7,88.1,SE,0.2
07472,성남시,41130,분당중앙고앞,2020-09-19 03:23:17,1600485797,3,4,0.38,0,0.087,19.1,91,W ,0
07116,성남시,41130,분당도서관.계원예고.이마트,2020-09-19 03:24:05,1600485845,15,16,0.511,0.03,0.122,19.4,89.5,NW,0
06102,성남시,41130,"선경아파트, 성남중원경찰서",2020-09-19 03:29:48,1600486188,13,17,0,0,0.082,19,84.9,SW,0
07505,성남시,41130,성내미육교.판교박물관,2020-09-19 03:22:38,1600485758,16,21,0.09,0.085,0.086,17.7,91.3,SE,0.7
07098,성남시,41130,롯데백화점.수내역,2020-09-19 03:20:20,1600485620,27,35,0.197,0.002,0.079,19.4,86.8,E ,0.1
07508,성남시,41130,차그룹컨소시엄,2020-09-19 03:25:03,1600485903,15,19,0,0.034,0.057,19.1,86.6,W ,0
49137,남양주시,41360,대주2차아파트앞,2020-09-18 15:20:28,1600442428,2,4,0,0,0.069,24.2,40.9,E ,0
23455,남양주시,41360,평내동 주민센터,2020-09-18 15:28:15,1600442895,10,18,0,0,0.156,23.9,41.4,SE,0.2
23448,남양주시,41360,장내중.평내고.남양주소방서,2020-09-18 15:29:22,1600442962,3,4,0,0.032,0.087,25,38.5,W ,0.1
23037,남양주시,41360,평양골,2020-09-18 15:28:53,1600442933,9,19,0,0,0.094,25.7,39.5,SE,1
05048,성남시,41130,중앙시장.농협,2020-09-18 15:27:46,1600442866,4,9,0.129,0,0.067,26,37.6,E ,0.9
07202,성남시,41130,성남아트센터.태원고교,2020-09-18 15:26:29,1600442789,10,22,0,0.015,0.108,27.2,36.2,NE,1
23391,남양주시,41360,성도아파트,2020-09-18 15:21:38,1600442498,3,6,0,0.032,0.085,24.6,40.6,S ,1.2
23340,남양주시,41360,여우내마을,2020-09-18 15:27:53,1600442873,9,18,0,0.018,0.047,25.6,38.4,NW,1.3
23463,남양주시,41360,평내신명.대주.금호아파트,2020-09-18 15:26:13,1600442773,14,30,0,0,0.092,24.4,39.6,S ,0.2
