버스정류장코드,시도명,시군코드,버스정류장명,측정시간,측정원본시간,미세먼지PM2점5측정값,미세먼지PM10측정값,일산화탄소측정값,이산화황측정값,이산화질소측정값,외부온도측정값,외부습도측정값,풍향,풍속측정값
00004,남양주시,41360,센코-국가측정비교-오남읍사무소,2020-09-04 03:23:34,1599189814,16,20,0,0.036,0.044,20.2,87.4,W ,0.3
00007,성남시,41130,센코-국가측정비교-상대원1동 행정복지센터,2020-09-04 03:26:28,1599189988,22,32,0,0,0.071,21,85.2,SE,1.5
00003,남양주시,41360,센코-국가측정비교-화도읍사무소,2020-09-04 03:24:50,1599189890,0,0,0,0.069,0.041,19.7,85.7,W ,0
00002,남양주시,41360,센코-국가측정비교-화도읍사무소,2020-09-04 03:22:32,1599189752,19,28,0.171,0.084,0.009,19.8,85.8,W ,0
05071,성남시,41130,신흥시장.수정보건소,2020-09-04 03:30:25,1599190225,21,26,0.597,0,0.086,21.7,84,NE,0.5
23991,남양주시,41360,휴먼시아6.7단지.가운중학교,2020-09-04 03:29:11,1599190151,16,20,0,1.983,0.106,20.6,88.6,N ,0
07487,성남시,41130,백현마을2단지,2020-09-04 03:23:04,1599189784,20,25,0.119,0.086,0.025,21,87.2,E ,0.7
23900,남양주시,41360,가운배수펌프장,2020-09-04 03:25:23,1599189923,15,18,0.098,0.061,0.108,20.7,88.5,NW,0
07053,성남시,41130,아데나펠리스,2020-09-04 03:24:16,1599189856,20,25,0,0,0.073,21,89.1,NE,0
23880,남양주시,41360,가운휴먼시아1.2.3.4단지,2020-09-04 03:22:16,1599189736,14,18,0,0.15,0.096,19.6,95.4,NE,0.3
07010,성남시,41130,운중고등학교,2020-09-04 03:28:32,1599190112,19,26,0.279,0.079,0,20.9,86.3,N ,0.5
23928,남양주시,41360,남양주제2청사.남양주경찰서,2020-09-04 03:22:42,1599189762,21,28,0,0.034,0.131,19.6,94.5,NW,0.1
05143,성남시,41130,가천대역.가천대학교,2020-09-04 03:22:44,1599189764,17,21,0,0,0.09,20.8,89.2,W ,1.3
49454,남양주시,41360,한림로얄팰리스.초석빌리지,2020-09-04 03:23:57,1599189837,14,17,0,0,0.193,19.4,89.2,NE,0
06043,성남시,41130,성남자이아파트,2020-09-04 03:23:48,1599189828,16,20,0.379,0.032,0.022,21.3,84.6,SW,0.7
23182,남양주시,41360,"남양주체육문화센터,에일린의뜰",2020-09-04 03:25:22,1599189922,17,22,0,0.017,0.09,19.9,88.3,S ,0
07492,성남시,41130,판교역.낙생육교.현대백화점,2020-09-04 03:24:17,1599189857,18,24,0,0,0.094,20.5,88.8,E ,0.5
23496,남양주시,41360,호평동주민센터,2020-09-04 03:30:59,1599190259,22,31,0,0,0.068,20.6,83,NW,0.1
06032,성남시,41130,아튼빌후문,2020-09-06 03:29:03,1599362943,25,31,0.215,0,0.078,19.9,84.8,E ,0.3
07239,성남시,41130,분당등기소,2020-09-06 03:24:07,1599362647,16,19,0,0.029,0.09,19.5,88.9,SW,0.3
07250,성남시,41130,임광아파트정문.효자촌입구.분당중앙교회,2020-09-06 03:29:38,1599362978,22,28,0.214,0,0.068,19.4,88.3,SE,0
07300,성남시,41130,동국대한방병원.신성아파트.수내고교,2020-09-06 03:28:42,1599362922,17,19,0.44,0,0.075,19.3,88.4,W ,0
07325,성남시,41130,중앙공원.샛별마을우방아파트,2020-09-06 03:23:39,1599362619,24,30,0.377,0.015,0,18.9,92.5,SW,0
06053,성남시,41130,상대원시장.새마을금고,2020-09-06 03:23:07,1599362587,24,29,0.092,0.048,0.145,21.2,78.9,SE,0
07142,성남시,41130,분당구청.중앙공원후문,2020-09-06 03:19:44,1599362384,24,34,0,0,0.07,19.2,92.5,NE,0
07205,성남시,41130,새마을연수원입구,2020-09-06 03:23:16,1599362596,23,27,0,0.031,0.084,19.7,87.7,E ,0
05326,성남시,41130,위례중앙초등학교,2020-09-06 03:23:13,1599362593,24,29,0,0.074,0.012,19.7,87.7,E ,0
07444,성남시,41130,장안중학교후문,2020-09-06 03:28:46,1599362926,22,26,0.271,0,0.037,18.8,89.7,SE,0
06049,성남시,41130,상대원고개,2020-09-06 03:29:43,1599362983,21,26,0.236,0.007,0.064,21,79.8,NW,0
07103,성남시,41130,대원사거리.까치마을,2020-09-06 03:16:06,1599362166,22,30,0.377,0,0,19.5,89.3,SW,0
07060,성남시,41130,하얀마을.구미도서관,2020-09-06 03:27:03,1599362823,20,26,0.442,0,0.091,18.8,90.2,SE,0
07270,성남시,41130,목련마을한신아파트,2020-09-06 03:22:17,1599362537,16,19,0.375,0,0.115,18.9,90.6,N ,0
07045,성남시,41130,미금역.2001아울렛,2020-09-06 03:21:31,1599362491,19,22,0.46,0,0.054,19.3,87.6,W ,0.1
05033,성남시,41130,성남수정경찰서,2020-09-06 03:26:19,1599362779,30,34,0,0,0.04,21.3,79.3,NE,0
07059,성남시,41130,농수산물센터,2020-09-06 03:20:40,1599362440,24,30,0.284,0,0.086,19.6,85.5,W ,0.7
05073,성남시,41130,태평제일교회,2020-09-06 03:27:07,1599362827,23,29,0,0.006,0.069,21.1,77.1,E ,0.7
00005,성남시,41130,센코-국가측정비교-단대동 행정복지센터,2020-09-06 03:28:02,1599362882,23,29,0,0.017,0.058,20.5,80.8,E ,0
06211,성남시,41130,상원초교.성남중앙병원.양지동청소년문화의집,2020-09-06 03:22:36,1599362556,21,26,0,0,0.049,21,80.6,W ,0.4
05036,성남시,41130,모란고개,2020-09-06 03:22:11,1599362531,19,22,0,0,0.074,21,81,SW,0
07155,성남시,41130,푸른마을,2020-09-06 03:25:44,1599362744,20,23,0,0.002,0.065,20.3,83.8,W ,0
07502,성남시,41130,판교도서관.판교청소년수련관,2020-09-06 03:24:50,1599362690,19,24,0.371,0,0.046,18.7,92.7,E ,0
07498,성남시,41130,삼평교,2020-09-06 03:29:34,1599362974,17,21,0.136,0,0.113,18.8,91.4,SE,0
06349,성남시,41130,상대원1동행정복지센터,2020-09-06 03:26:40,1599362800,16,19,0,0,0.056,19.7,86.2,SE,0.7
05135,성남시,41130,을지대학교.생활관,2020-09-06 03:21:14,1599362474,26,32,0,0.029,0.047,19.9,85.5,N ,0
05008,성남시,41130,고등동우체국,2020-09-06 03:28:03,1599362883,27,32,0,0.013,0.09,19.8,85.7,SE,0
05142,성남시,41130,복정초등학교,2020-09-06 03:29:19,1599362959,21,25,0.164,0,0.071,20.3,85.5,W ,0
07283,성남시,41130,영남아파트,2020-09-06 03:27:27,1599362847,17,19,0,0.007,0.036,18.8,92.1,W ,0
05021,성남시,41130,신촌동앞,2020-09-06 03:26:10,1599362770,26,32,0,0.075,0.05,19.8,88.2,N ,0
06195,성남시,41130,도촌3단지,2020-09-06 03:29:13,1599362953,19,27,0,0.019,0.041,19.2,90.5,S ,0
05140,성남시,41130,성남초교사거리,2020-09-06 03:20:54,1599362454,24,28,0,0.007,0.065,20.9,79.4,SE,0
07561,성남시,41130,이매촌한신.서현역.AK프라자,2020-09-06 03:23:12,1599362592,21,24,0,0.002,0.073,20.3,85.6,SE,0
05322,성남시,41130,위례새초롱유치원,2020-09-06 03:29:32,1599362972,17,21,0,0,0.052,20.4,81.9,NE,0
06210,성남시,41130,(구)단대동주민센터,2020-09-06 03:25:56,1599362756,22,27,0,0,0.025,21.7,77.1,W ,0
06070,성남시,41130,은행동현대아파트,2020-09-06 03:20:18,1599362418,14,16,0,0.047,0.097,21.3,77.5,NE,0.2
06206,성남시,41130,성남우체국,2020-09-06 03:20:01,1599362401,18,23,0.081,0,0.025,21.1,81.3,SE,0
07110,성남시,41130,주공4단지,2020-09-06 03:21:15,1599362475,17,22,0.126,0.044,0.094,19.6,86.9,S ,0
07624,성남시,41130,정자역,2020-09-06 03:20:25,1599362425,24,27,0,0,0.118,20.6,83.4,W ,0
07029,성남시,41130,로얄냉장,2020-09-06 03:27:07,1599362827,15,19,0.261,0,0.071,18.3,94,NW,0.3
05183,성남시,41130,송현초등학교.판교이지더원2단지,2020-09-06 03:22:59,1599362579,23,27,0.161,0,0.098,20.2,84.5,E ,0
07515,성남시,41130,뫼루니육교,2020-09-06 03:22:51,1599362571,20,26,0.247,0,0.096,19.5,88,SW,0.6
07400,성남시,41130,아름마을.방아다리사거리,2020-09-06 03:25:31,1599362731,25,31,0,0.005,0.06,20.3,85.7,W ,0
07301,성남시,41130,송림고등학교.이매촌청구아파트.동신아파트,2020-09-06 03:18:50,1599362330,17,21,0,0,0.064,19.1,92.3,SE,0
07092,성남시,41130,주공7단지.한솔종합사회복지관,2020-09-06 03:21:21,1599362481,24,29,0.026,0.097,0.078,20.6,84.8,SE,0
05070,성남시,41130,수진역.성호시장.성일중고입구,2020-09-06 03:24:15,1599362655,22,25,0.429,0.014,0.017,21.7,77,SW,0.4
07220,성남시,41130,평생학습원. 중앙도서관,2020-09-06 03:21:13,1599362473,15,18,0,0,0,19.4,90.2,E ,0
07163,성남시,41130,한솔마을청구아파트,2020-09-06 03:24:44,1599362684,19,25,0.025,0.01,0.071,19.3,88.1,E ,0
23305,남양주시,41360,금곡예비군훈련장.충일아파트,2020-09-06 03:27:36,1599362856,25,33,1.383,0.071,0.079,18.9,95,E ,0
49831,남양주시,41360,금강펜테리움 1차,2020-09-06 03:25:11,1599362711,27,36,0,0.001,0.125,20.3,91.9,E ,0
49689,남양주시,41360,도농고,2020-09-06 03:28:04,1599362884,29,37,0,0,0,20.3,92.2,NW,0
23087,남양주시,41360,롯데아파트.다산센트레빌,2020-09-06 03:25:44,1599362744,25,34,0,0,0.078,20.9,88.7,S ,1.1
49291,남양주시,41360,오남체육공원.대우푸르지오아파트,2020-09-06 03:21:56,1599362516,18,22,0,0,0.046,18.6,95.8,N ,0
23528,남양주시,41360,마석가구공단.천마산스키장입구,2020-09-06 03:20:40,1599362440,22,28,0,0,0.07,18.9,96.7,S ,0
49276,남양주시,41360,신동아아파트입구.한양병원,2020-09-06 03:21:58,1599362518,21,24,0,0.015,0.095,19.1,93.9,SE,0.3
23537,남양주시,41360,능내리봉안마을,2020-09-06 03:21:58,1599362518,26,30,0,0,0.081,19.4,97,SW,0.7
49174,남양주시,41360,롯데마트,2020-09-06 03:26:01,1599362761,20,26,0,0,0.126,19.1,93.6,NE,0
23935,남양주시,41360,진중삼거리,2020-09-06 03:19:17,1599362357,23,26,0,0.032,0.069,19.4,96.6,SW,0
23054,남양주시,41360,넉바위마을,2020-09-06 03:24:27,1599362667,22,28,0,0.021,0.079,18.8,95.2,NE,0
23220,남양주시,41360,지세마을,2020-09-06 03:27:38,1599362858,24,32,0,0,0.019,18.4,95.3,SW,0.5
00005,성남시,41130,센코-국가측정비교-단대동 행정복지센터,2020-09-01 03:28:20,1598930900,5,8,0,0.017,0.056,24.4,76.6,NW,0.7
06211,성남시,41130,상원초교.성남중앙병원.양지동청소년문화의집,2020-09-01 03:22:59,1598930579,4,7,0,0,0.049,24.7,75.3,SE,1.2
05092,성남시,41130,산성역.신흥주공아파트후문,2020-09-01 03:24:17,1598930657,5,9,0.493,0,0.077,24.5,76.7,E ,0.8
05001,성남시,41130,판교제2테크노밸리,2020-09-01 03:30:04,1598931004,5,8,0.156,0.131,0.034,24.4,81.9,SE,0
06083,성남시,41130,신구대학,2020-08-28 02:39:09,1598582349,16,18,0.145,0,0.091,26.2,92.3,SW,0.2
05080,성남시,41130,성남수정새마을금고.한국사회적기업진흥원,2020-09-01 03:29:47,1598930987,6,9,0,0,0.038,24.9,75.6,NW,0.5
06164,성남시,41130,모란역.모란시장입구.풍생중고교,2020-09-01 03:20:55,1598930455,19,21,0,0,0.047,25.7,74.2,SW,0.8
06155,성남시,41130,현대아파트.중원도서관,2020-09-01 03:20:42,1598930442,8,12,0,0,0.062,24.6,79.6,SE,0.4
07367,성남시,41130,"동부, 코오롱 아파트",2020-09-01 03:26:59,1598930819,10,14,0.193,0,0.025,24.9,79.8,NW,0
07020,성남시,41130,너더리육교,2020-09-01 03:25:25,1598930725,4,5,0,0,0.067,24.6,81.4,E ,0
06229,성남시,41130,성남시청,2020-09-01 03:27:29,1598930849,11,18,0,0,0.099,24.8,77.8,SW,0.7
07334,성남시,41130,청솔주공6단지,2020-09-01 03:24:45,1598930685,3,4,0,0.001,0.065,25,78.4,SE,0.2
07472,성남시,41130,분당중앙고앞,2020-09-01 03:24:25,1598930665,1,1,0.221,0,0.093,24.3,81.9,W ,0
07116,성남시,41130,분당도서관.계원예고.이마트,2020-09-01 03:25:06,1598930706,5,8,0.511,0.03,0.122,24.4,81.2,SW,0
06102,성남시,41130,"선경아파트, 성남중원경찰서",2020-09-01 03:20:56,1598930456,5,9,0,0,0.062,24.1,78.2,SW,0.3
07505,성남시,41130,성내미육교.판교박물관,2020-09-01 03:23:21,1598930601,11,16,0.036,0.093,0.079,24.4,83,SE,0.3
07098,성남시,41130,롯데백화점.수내역,2020-09-01 03:21:37,1598930497,7,10,0.141,0.011,0.1,25.1,78.5,W ,0.8
07508,성남시,41130,차그룹컨소시엄,2020-09-01 03:26:09,1598930769,5,7,0,0.034,0.057,25,78,SE,0.3
06032,성남시,41130,아튼빌후문,2020-09-01 03:29:15,1598930955,9,13,0.215,0,0.078,24.8,76.9,E ,0.2
07239,성남시,41130,분당등기소,2020-09-01 03:24:29,1598930669,5,8,0,0.029,0.09,24.8,80.7,SW,0.2
07250,성남시,41130,임광아파트정문.효자촌입구.분당중앙교회,2020-09-01 03:29:59,1598930999,5,8,0.103,0.001,0.065,24.7,80.6,E ,0
07300,성남시,41130,동국대한방병원.신성아파트.수내고교,2020-09-01 03:29:02,1598930942,3,3,0.049,0,0.06,24.2,82.8,N ,0
07325,성남시,41130,중앙공원.샛별마을우방아파트,2020-09-01 03:24:01,1598930641,7,8,0.147,0.015,0,24.6,81.7,NW,0.2
06053,성남시,41130,상대원시장.새마을금고,2020-09-01 03:23:28,1598930608,6,10,0.092,0.048,0.145,22.5,94.2,SE,0
07142,성남시,41130,분당구청.중앙공원후문,2020-09-01 03:30:07,1598931007,7,10,0,0,0.07,23.8,87,NE,0.3
07205,성남시,41130,새마을연수원입구,2020-09-01 03:23:38,1598930618,7,11,0,0.031,0.084,24.6,81.3,SE,0
05326,성남시,41130,위례중앙초등학교,2020-09-01 03:23:32,1598930612,5,9,0,0.074,0.012,24.8,75.9,N ,0.7
07444,성남시,41130,장안중학교후문,2020-09-01 03:29:09,1598930949,8,13,0.097,0,0.033,23.8,85.9,S ,0
06049,성남시,41130,상대원고개,2020-09-01 03:30:05,1598931005,5,8,0.026,0.002,0.052,24.3,76.6,NW,0.3
07103,성남시,41130,대원사거리.까치마을,2020-09-01 03:26:26,1598930786,4,6,0.153,0,0,24.8,80.1,SE,0
07060,성남시,41130,하얀마을.구미도서관,2020-09-01 03:27:24,1598930844,6,10,0.175,0.001,0.071,24.6,80.2,E ,0
07270,성남시,41130,목련마을한신아파트,2020-09-01 03:22:38,1598930558,5,7,0.228,0,0.112,24.1,85.5,N ,0
07045,성남시,41130,미금역.2001아울렛,2020-09-01 03:21:51,1598930511,5,7,0.46,0,0.054,24.6,79.1,W ,0
05033,성남시,41130,성남수정경찰서,2020-09-01 03:26:19,1598930779,7,10,0,0,0.031,25.4,74.1,N ,0.5
07059,성남시,41130,농수산물센터,2020-09-01 03:21:04,1598930464,6,10,0.056,0,0.075,24.4,79.3,NW,1.3
05073,성남시,41130,태평제일교회,2020-09-01 03:27:28,1598930848,5,9,0,0.006,0.064,24.8,76,W ,0.3
05036,성남시,41130,모란고개,2020-09-01 03:22:33,1598930553,5,9,0,0,0.057,25.4,74.7,W ,0.3
07155,성남시,41130,푸른마을,2020-09-01 03:26:06,1598930766,4,7,0,0.002,0.065,25,79.5,E ,0
07502,성남시,41130,판교도서관.판교청소년수련관,2020-09-01 03:25:06,1598930706,4,8,0.165,0,0.036,24.6,81.9,SW,0
07498,성남시,41130,삼평교,2020-09-01 03:29:54,1598930994,5,9,0.136,0,0.089,24.9,79.5,W ,0.5
06349,성남시,41130,상대원1동행정복지센터,2020-09-01 03:27:00,1598930820,4,6,0,0,0.056,24.5,78.1,SW,0.3
05135,성남시,41130,을지대학교.생활관,2020-09-01 03:21:34,1598930494,5,8,0,0.029,0.047,24.6,76.2,N ,0
05008,성남시,41130,고등동우체국,2020-09-01 03:28:23,1598930903,9,12,0,0.029,0.081,24.9,78,SW,0
05142,성남시,41130,복정초등학교,2020-09-01 03:29:39,1598930979,4,5,0,0,0.053,25.1,75.7,W ,0.7
07283,성남시,41130,영남아파트,2020-09-01 03:27:51,1598930871,9,20,0,0.013,0.037,23.7,87.7,W ,0
05021,성남시,41130,신촌동앞,2020-09-01 03:26:31,1598930791,7,12,0,0.075,0.05,25,76.5,N ,0.4
06195,성남시,41130,도촌3단지,2020-09-01 03:29:33,1598930973,4,8,0,0.019,0.041,23.9,82.5,NW,0
05140,성남시,41130,성남초교사거리,2020-09-01 03:21:17,1598930477,5,6,0,0,0.08,24.7,75.9,SE,0.3
07561,성남시,41130,이매촌한신.서현역.AK프라자,2020-09-01 03:23:32,1598930612,4,6,0,0.002,0.073,25,80,SE,0
05322,성남시,41130,위례새초롱유치원,2020-09-01 03:29:52,1598930992,3,4,0,0,0.075,24.7,76.6,SE,0
06210,성남시,41130,(구)단대동주민센터,2020-09-01 03:26:15,1598930775,3,5,0,0.019,0.025,25.1,74.7,SE,0
06070,성남시,41130,은행동현대아파트,2020-09-01 03:20:36,1598930436,3,4,0,0.022,0.097,24.5,76.1,N ,0.3
06206,성남시,41130,성남우체국,2020-09-01 03:30:21,1598931021,4,7,0,0,0.025,25,75.2,SW,0.2
07110,성남시,41130,주공4단지,2020-09-01 03:21:38,1598930498,4,7,0,0.065,0.085,24.7,78.8,S ,0.3
07624,성남시,41130,정자역,2020-09-01 03:20:44,1598930444,7,10,0,0,0.118,25,79.2,NW,0
07029,성남시,41130,로얄냉장,2020-09-01 03:27:29,1598930849,7,11,0,0,0.05,24.1,82.9,NW,0.2
05183,성남시,41130,송현초등학교.판교이지더원2단지,2020-09-01 03:23:19,1598930599,6,8,0.161,0,0.098,24.8,78.5,E ,1.7
07515,성남시,41130,뫼루니육교,2020-09-01 03:23:12,1598930592,4,7,0.247,0,0.096,24.6,83.5,SW,0.2
07400,성남시,41130,아름마을.방아다리사거리,2020-09-01 03:25:49,1598930749,6,8,0,0.005,0.06,24.8,79.4,W ,0.2
07301,성남시,41130,송림고등학교.이매촌청구아파트.동신아파트,2020-09-01 03:29:11,1598930951,4,6,0,0,0.064,24.3,83.2,S ,0
07092,성남시,41130,주공7단지.한솔종합사회복지관,2020-09-01 03:11:39,1598929899,6,8,0.026,0.108,0.065,25.1,79.6,SE,1.5
05070,성남시,41130,수진역.성호시장.성일중고입구,2020-09-01 03:24:38,1598930678,5,7,0.429,0.014,0.017,24.9,75.5,E ,1.3
07220,성남시,41130,평생학습원. 중앙도서관,2020-09-01 03:21:34,1598930494,3,7,0,0,0,24,84.6,W ,0.7
07163,성남시,41130,한솔마을청구아파트,2020-09-01 03:25:05,1598930705,4,5,0,0.006,0.059,24,84.4,SE,0
23305,남양주시,41360,금곡예비군훈련장.충일아파트,2020-09-01 03:27:59,1598930879,4,10,1.383,0.071,0.079,24,81.8,NE,0.7
49831,남양주시,41360,금강펜테리움 1차,2020-09-01 03:25:33,1598930733,3,6,0,0.001,0.125,24.3,79.9,W ,0.9
49689,남양주시,41360,도농고,2020-09-01 03:28:24,1598930904,7,14,0,0,0,24.6,78.6,SW,0
23087,남양주시,41360,롯데아파트.다산센트레빌,2020-09-01 03:25:50,1598930750,5,11,0,0,0.078,24.5,78.8,S ,1.5
49291,남양주시,41360,오남체육공원.대우푸르지오아파트,2020-09-01 03:21:37,1598930497,8,20,0,0,0.046,22.9,88.1,E ,0
23528,남양주시,41360,마석가구공단.천마산스키장입구,2020-09-01 03:21:03,1598930463,7,21,0,0,0.074,21.8,94.4,W ,0
49276,남양주시,41360,신동아아파트입구.한양병원,2020-09-01 03:22:19,1598930539,3,4,0,0.007,0.086,23.9,78.9,W ,0.8
23537,남양주시,41360,능내리봉안마을,2020-09-01 03:22:19,1598930539,8,17,0,0,0.082,22.3,93.4,S ,1.3
49174,남양주시,41360,롯데마트,2020-09-01 03:26:23,1598930783,5,16,0,0,0.126,22.5,88,NE,0
23935,남양주시,41360,진중삼거리,,,,,,,,,,,
23054,남양주시,41360,넉바위마을,2020-09-01 03:24:50,1598930690,2,4,0,0.015,0.068,24.4,78,SW,0.1
23220,남양주시,41360,지세마을,2020-09-01 03:28:00,1598930880,3,6,0,0,0.019,24.1,80,NW,0.3
23652,남양주시,41360,무량사,2020-09-01 03:20:47,1598930447,4,9,0,0.066,0.433,21.8,92.3,N ,0
49340,남양주시,41360,삼육대후문.논골.한화아파트,,,,,,,,,,,
23331,남양주시,41360,금곡동주민자치센터.장애인복지관.보훈회관.금강.명지A,2020-09-01 03:27:46,1598930866,0,0,0,0.115,0.113,24.6,77.9,S ,0.3
23363,남양주시,41360,홍유릉.금곡동주민센터.남양주고용복지플러스센터,2020-09-01 03:27:18,1598930838,4,5,0,0,0.053,24.1,80.7,SE,1.4
49350,남양주시,41360,대원칸타빌.모아미래도.유승한내들이든힐즈,2020-09-01 03:22:53,1598930573,5,9,0,0,0.05,24.1,81,S ,0
23336,남양주시,41360,인정프린스아파트.구금곡역,2020-09-01 03:21:10,1598930470,6,9,0,0.386,0.104,24.5,77.9,E ,0.8
23378,남양주시,41360,금곡역.어룡마을입구.주유소,,,,,,,,,,,
23917,남양주시,41360,별내면사무소.에코랜드입구,2020-09-01 03:23:42,1598930622,4,7,0,0.003,0.075,23.7,82.6,NE,0.9
23875,남양주시,41360,와부읍사무소,2020-09-01 03:24:51,1598930691,6,13,0,0,0,23.2,87.4,E ,0
23149,남양주시,41360,법골,,,,,,,,,,,
49205,남양주시,41360,신영지웰.금강아파트.진접초교,2020-09-01 03:29:14,1598930954,2,4,0,0.002,0.039,24.5,78.2,W ,0
23022,남양주시,41360,청학리주공2.3단지.농협,2020-09-01 03:21:14,1598930474,6,12,0,0.046,0.062,24.3,79.4,S ,0
23969,남양주시,41360,"풍양중, 진접고등학교",2020-09-01 03:22:44,1598930564,3,5,0,0.013,0.074,23.7,83.9,SE,0
23964,남양주시,41360,신도브래뉴아파트,2020-09-01 03:22:36,1598930556,3,5,0.081,0,0.063,23.7,82.6,E ,0
23356,남양주시,41360,광릉내종점,,,,,,,,,,,
49201,남양주시,41360,경복대학,2020-09-01 03:23:11,1598930591,5,8,0,0,0.086,23.1,86.1,N ,0
49444,남양주시,41360,휴먼시아1636,2020-09-01 03:21:34,1598930494,4,8,0,0.003,0.059,24.3,79.1,NW,0
23313,남양주시,41360,신광마을입구.진접센트레빌시티,,,,,,,,,,,
23246,남양주시,41360,진접파출소.제일약국,2020-09-01 03:25:39,1598930739,7,15,0,0.041,0.092,23.4,84.5,W ,0.2
23806,남양주시,41360,중포마을.롯데택배,2020-09-01 03:29:31,1598930971,4,8,0,0,0.082,24.1,82.9,E ,0
23780,남양주시,41360,연평3리마을회관,,,,,,,,,,,
42703,남양주시,41360,주공3.4단지,2020-09-01 03:25:42,1598930742,4,9,0,0.023,0.129,24.3,79.5,E ,0
23063,남양주시,41360,퇴계원농협,2020-09-01 03:29:29,1598930969,7,20,0.11,0.359,0.054,24.8,76.5,NW,0
42123,남양주시,41360,퇴계원5리,,,,,,,,,,,
23888,남양주시,41360,대대울,2020-09-01 03:23:44,1598930624,2,4,0,0,0.077,24.5,77,E ,0.7
23481,남양주시,41360,호평동.대주신명아파트,2020-09-01 03:25:50,1598930750,4,8,0,0.031,0.104,23.4,82.8,SE,0
23698,남양주시,41360,호평고등학교.동원아파트,,,,,,,,,,,
23444,남양주시,41360,장내마을.평내파출소,2020-09-01 03:22:22,1598930542,46,50,0,0,0.121,23.6,80.7,NW,3
23485,남양주시,41360,대명루첸1차아파트,2020-09-01 03:28:22,1598930902,2,3,0,0,0,23.2,81.5,W ,0.3
49137,남양주시,41360,대주2차아파트앞,2020-09-01 03:21:40,1598930500,2,3,0,0,0.069,23.4,81.3,NW,0
23455,남양주시,41360,평내동 주민센터,2020-09-01 03:29:24,1598930964,3,5,0,0,0.156,23.6,80,E ,0
23448,남양주시,41360,장내중.평내고.남양주소방서,,,,,,,,,,,
23037,남양주시,41360,평양골,2020-09-01 03:30:09,1598931009,4,6,0,0,0.094,24.1,80.2,SE,0.1
05048,성남시,41130,중앙시장.농협,2020-09-01 03:28:53,1598930933,5,6,0.129,0,0.067,25.1,75,SW,0.6
07202,성남시,41130,성남아트센터.태원고교,2020-09-01 03:27:27,1598930847,6,9,0,0.015,0.108,24.5,81.5,SE,0
23391,남양주시,41360,성도아파트,2020-09-01 03:22:44,1598930564,2,5,0,0.018,0.067,23.5,81.6,N ,0
23340,남양주시,41360,여우내마을,2020-09-01 03:29:02,1598930942,10,24,0,0.018,0.024,23.4,83.8,N ,0
23463,남양주시,41360,평내신명.대주.금호아파트,2020-09-01 03:26:53,1598930813,5,7,0,0,0.092,23.6,80.6,N ,0.8
23822,남양주시,41360,웃고재,2020-09-01 03:23:11,1598930591,3,5,0,0,0.039,23.6,83.3,SE,1
23573,남양주시,41360,상계전마을.신도브래뉴2차아파트,2020-09-01 03:26:32,1598930792,15,19,0,0.1,0.098,23.3,82.1,NW,0.3
23664,남양주시,41360,지현마을.남양주공고,2020-09-01 03:29:34,1598930974,6,18,0,0.146,0,22.4,89.5,E ,0
49422,남양주시,41360,상하수도관리센터,2020-09-01 03:29:09,1598930949,9,19,0,0,0.037,24.6,78.7,E ,0.7
49502,남양주시,41360,배양1리 마을회관,2020-09-01 03:24:54,1598930694,3,6,0,0.003,0.088,23.4,84.9,SW,0
23600,남양주시,41360,현대아파트,2020-09-01 03:29:22,1598930962,6,15,0,0.005,0.094,23.1,86.1,N ,0.2
23548,남양주시,41360,가양초교,2020-09-01 03:29:02,1598930942,13,33,0,0.081,0.105,21.6,95.4,W ,0.3
49482,남양주시,41360,별내농협,2020-09-01 03:30:35,1598931035,7,15,0,0,0.096,23.9,83.3,SE,0
23431,남양주시,41360,건영아파트.우성아파트,2020-09-01 03:22:59,1598930579,2,2,0.005,0.019,0.066,24.4,81.4,NW,0
49456,남양주시,41360,구별내면사무소,2020-09-01 03:30:16,1598931016,3,5,0,0,0.096,24.1,79.8,N ,0
49567,남양주시,41360,예봉초등학교입구,2020-09-01 03:26:08,1598930768,4,9,0,0.052,0.061,23.8,82.9,NE,0
23264,남양주시,41360,예비군훈련장입구,2020-09-01 03:28:34,1598930914,2,2,0,0.008,0.079,23.2,85.9,SW,0
23374,남양주시,41360,주공3단지.덕소역,2020-09-01 03:26:00,1598930760,4,9,0,0.082,0.062,24.1,82.5,W ,0
23388,남양주시,41360,금곡동구종점,2020-09-01 03:23:22,1598930602,8,11,0,0,0.083,24.5,78,SW,0.8
23412,남양주시,41360,남양주시청,2020-09-01 03:29:45,1598930985,8,21,0,0,0.071,23,88.4,NW,0
23255,남양주시,41360,양정동주민센터,2020-09-01 03:24:24,1598930664,4,12,0,0,0.063,23.8,81.9,SE,1
06007,성남시,41130,성남동성당,2020-09-01 03:23:49,1598930629,4,7,0,0.005,0.058,24.8,77.2,E ,0
49329,남양주시,41360,현암싸릿골,2020-09-01 03:30:50,1598931050,5,10,0,0,0.05,24.1,80.3,W ,0.8
49361,남양주시,41360,연평2리.와촌입구,2020-09-01 03:24:45,1598930685,10,17,0,0.04,0.029,23,90.8,E ,0
00006,성남시,41130,센코-국가측정비교-한국도로공사정자3동 행정복지센터,2020-09-01 03:26:16,1598930776,4,5,0,0,0.035,24.3,82.1,N ,0
00008,성남시,41130,센코-국가측정비교-운중동 행정복지센터,2020-09-01 03:26:22,1598930782,4,7,0,0,0.055,24.3,82.9,E ,0.2
